"Date","PM10 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"06/29/2020","46","","North Braddock","42-003-1301","AQS"
"06/30/2020","25","","North Braddock","42-003-1301","AQS"
"07/01/2020","19","","North Braddock","42-003-1301","AQS"
"07/02/2020","23","","Lincoln","42-003-7004","AQS"
"07/03/2020","31","","North Braddock","42-003-1301","AQS"
"07/04/2020","38","","Liberty","42-003-0064","AQS"
"07/05/2020","35","","North Braddock","42-003-1301","AQS"
"07/06/2020","52","","North Braddock","42-003-1301","AQS"
"07/07/2020","41","","North Braddock","42-003-1301","AQS"
"07/08/2020","32","","North Braddock","42-003-1301","AQS"
"07/09/2020","34","","North Braddock","42-003-1301","AQS"
"07/10/2020","19","","Beaver Falls","42-007-0014","AQS"
"07/11/2020","23","","North Braddock","42-003-1301","AQS"
"07/12/2020","38","","North Braddock","42-003-1301","AQS"
"07/13/2020","30","","North Braddock","42-003-1301","AQS"
"07/14/2020","21","","North Braddock","42-003-1301","AQS"
"07/15/2020","26","","North Braddock","42-003-1301","AQS"
"07/16/2020","42","","North Braddock","42-003-1301","AQS"
"07/17/2020","28","","North Braddock","42-003-1301","AQS"
"07/18/2020","51","","North Braddock","42-003-1301","AQS"
"07/19/2020","35","","North Braddock","42-003-1301","AQS"
"07/20/2020","19","","North Braddock","42-003-1301","AQS"
"07/21/2020","30","","North Braddock","42-003-1301","AQS"
"07/22/2020","26","","North Braddock","42-003-1301","AQS"
"07/23/2020","18","","Lincoln","42-003-7004","AQS"
"07/24/2020","19","","North Braddock","42-003-1301","AQS"
"07/25/2020","22","","Lincoln","42-003-7004","AQS"
"07/26/2020","32","","North Braddock","42-003-1301","AQS"
"07/27/2020","38","","North Braddock","42-003-1301","AQS"
"07/28/2020","19","","North Braddock","42-003-1301","AQS"
"07/29/2020","26","","Liberty","42-003-0064","AQS"
"07/30/2020","42","","North Braddock","42-003-1301","AQS"
"07/31/2020","23","","North Braddock","42-003-1301","AQS"
"08/01/2020","19","","North Braddock","42-003-1301","AQS"
"08/02/2020","18","","Lincoln","42-003-7004","AQS"
"08/03/2020","22","","North Braddock","42-003-1301","AQS"
"08/04/2020","17","","North Braddock","42-003-1301","AQS"
"08/05/2020","16","","North Braddock","42-003-1301","AQS"
"08/06/2020","19","","North Braddock","42-003-1301","AQS"
"08/07/2020","19","","North Braddock","42-003-1301","AQS"
"08/08/2020","19","","North Braddock","42-003-1301","AQS"
"08/09/2020","40","","North Braddock","42-003-1301","AQS"
"08/10/2020","45","","North Braddock","42-003-1301","AQS"
"08/11/2020","34","","North Braddock","42-003-1301","AQS"
"08/12/2020","22","","North Braddock","42-003-1301","AQS"
"08/13/2020","32","","Beaver Falls","42-007-0014","AQS"
"08/14/2020","20","","North Braddock","42-003-1301","AQS"
"08/15/2020","22","","North Braddock","42-003-1301","AQS"
"08/16/2020","19","","North Braddock","42-003-1301","AQS"
"08/17/2020","15","","North Braddock","42-003-1301","AQS"
"08/18/2020","35","","North Braddock","42-003-1301","AQS"
"08/19/2020","12","","North Braddock","42-003-1301","AQS"
"08/20/2020","25","","North Braddock","42-003-1301","AQS"
"08/21/2020","64","","North Braddock","42-003-1301","AQS"
"08/22/2020","39","","North Braddock","42-003-1301","AQS"
"08/23/2020","29","","North Braddock","42-003-1301","AQS"
"08/24/2020","36","","North Braddock","42-003-1301","AQS"
"08/25/2020","39","","North Braddock","42-003-1301","AQS"
"08/26/2020","44","","Beaver Falls","42-007-0014","AQS"
"08/27/2020","27","","North Braddock","42-003-1301","AQS"
"08/28/2020","31","","North Braddock","42-003-1301","AQS"
"08/29/2020","19","","North Braddock","42-003-1301","AQS"
"08/30/2020","16","","North Braddock","42-003-1301","AQS"
"08/31/2020","20","","North Braddock","42-003-1301","AQS"
"09/01/2020","21","","North Braddock","42-003-1301","AQS"
"09/02/2020","25","","North Braddock","42-003-1301","AQS"
"09/03/2020","20","","North Braddock","42-003-1301","AQS"
"09/04/2020","18","","North Braddock","42-003-1301","AQS"
"09/05/2020","41","","North Braddock","42-003-1301","AQS"
"09/06/2020","30","","North Braddock","42-003-1301","AQS"
"09/07/2020","38","","North Braddock","42-003-1301","AQS"
"09/08/2020","30","","North Braddock","42-003-1301","AQS"
"09/09/2020","31","","North Braddock","42-003-1301","AQS"
"09/10/2020","26","","North Braddock","42-003-1301","AQS"
"09/11/2020","16","","North Braddock","42-003-1301","AQS"
"09/12/2020","24","","North Braddock","42-003-1301","AQS"
"09/13/2020","14","","North Braddock","42-003-1301","AQS"
"09/14/2020","12","","Beaver Falls","42-007-0014","AQS"
"09/15/2020","13","","North Braddock","42-003-1301","AQS"
"09/16/2020","36","","Lincoln","42-003-7004","AQS"
"09/17/2020","39","","North Braddock","42-003-1301","AQS"
"09/18/2020","16","","North Braddock","42-003-1301","AQS"
"09/19/2020","12","","North Braddock","42-003-1301","AQS"
"09/20/2020","19","","North Braddock","42-003-1301","AQS"
"09/21/2020","22","","North Braddock","42-003-1301","AQS"
"09/22/2020","33","","North Braddock","42-003-1301","AQS"
"09/23/2020","57","","North Braddock","42-003-1301","AQS"
"09/24/2020","47","","North Braddock","42-003-1301","AQS"
"09/25/2020","32","","Lincoln","42-003-7004","AQS"
"09/26/2020","30","","North Braddock","42-003-1301","AQS"
"09/27/2020","25","","North Braddock","42-003-1301","AQS"
"09/28/2020","40","","North Braddock","42-003-1301","AQS"
"09/29/2020","11","","North Braddock","42-003-1301","AQS"
"09/30/2020","19","","Lincoln","42-003-7004","AQS"
"10/01/2020","14","","North Braddock","42-003-1301","AQS"
"10/02/2020","13","","North Braddock","42-003-1301","AQS"
"10/03/2020","29","","North Braddock","42-003-1301","AQS"
"10/04/2020","18","","North Braddock","42-003-1301","AQS"
"10/05/2020","19","","North Braddock","42-003-1301","AQS"
"10/06/2020","32","","North Braddock","42-003-1301","AQS"
"10/07/2020","31","","North Braddock","42-003-1301","AQS"
"10/08/2020","17","","Liberty","42-003-0064","AQS"
"10/09/2020","44","","North Braddock","42-003-1301","AQS"
"10/10/2020","40","","North Braddock","42-003-1301","AQS"
"10/11/2020","26","","Beaver Falls","42-007-0014","AQS"
"10/12/2020","7","","North Braddock","42-003-1301","AQS"
"10/13/2020","21","","North Braddock","42-003-1301","AQS"
"10/14/2020","53","","North Braddock","42-003-1301","AQS"
"10/15/2020","34","","North Braddock","42-003-1301","AQS"
"10/16/2020","16","","Lincoln","42-003-7004","AQS"
"10/17/2020","33","","North Braddock","42-003-1301","AQS"
"10/18/2020","25","","North Braddock","42-003-1301","AQS"
"10/19/2020","27","","North Braddock","42-003-1301","AQS"
"10/20/2020","31","","North Braddock","42-003-1301","AQS"
"10/21/2020","33","","North Braddock","42-003-1301","AQS"
"10/22/2020","49","","Lincoln","42-003-7004","AQS"
"10/23/2020","42","","North Braddock","42-003-1301","AQS"
"10/24/2020","8","","North Braddock","42-003-1301","AQS"
"10/25/2020","9","","North Braddock","42-003-1301","AQS"
"10/26/2020","14","","North Braddock","42-003-1301","AQS"
"10/27/2020","14","","North Braddock","42-003-1301","AQS"
"10/28/2020","13","","North Braddock","42-003-1301","AQS"
"10/29/2020","8","","North Braddock","42-003-1301","AQS"
"10/30/2020","9","","North Braddock","42-003-1301","AQS"
"10/31/2020","20","","North Braddock","42-003-1301","AQS"
"11/01/2020","20","","North Braddock","42-003-1301","AQS"
"11/02/2020","14","","North Braddock","42-003-1301","AQS"
"11/03/2020","31","","North Braddock","42-003-1301","AQS"
"11/04/2020","51","","North Braddock","42-003-1301","AQS"
"11/05/2020","58","","North Braddock","42-003-1301","AQS"
"11/06/2020","47","","North Braddock","42-003-1301","AQS"
"11/07/2020","52","","North Braddock","42-003-1301","AQS"
"11/08/2020","60","","Lincoln","42-003-7004","AQS"
"11/09/2020","59","","Lincoln","42-003-7004","AQS"
"11/10/2020","59","","North Braddock","42-003-1301","AQS"
"11/11/2020","22","","North Braddock","42-003-1301","AQS"
"11/12/2020","14","","Lincoln","42-003-7004","AQS"
"11/13/2020","32","","North Braddock","42-003-1301","AQS"
"11/14/2020","19","","North Braddock","42-003-1301","AQS"
"11/15/2020","24","","North Braddock","42-003-1301","AQS"
"11/16/2020","16","","Lincoln","42-003-7004","AQS"
"11/17/2020","14","","North Braddock","42-003-1301","AQS"
"11/18/2020","14","","North Braddock","42-003-1301","AQS"
"11/19/2020","33","","North Braddock","42-003-1301","AQS"
"11/20/2020","33","","North Braddock","42-003-1301","AQS"
"11/21/2020","20","","Lincoln","42-003-7004","AQS"
"11/22/2020","26","","North Braddock","42-003-1301","AQS"
"11/23/2020","13","","North Braddock","42-003-1301","AQS"
"11/24/2020","16","","North Braddock","42-003-1301","AQS"
"11/25/2020","34","","North Braddock","42-003-1301","AQS"
"11/26/2020","19","","Lincoln","42-003-7004","AQS"
"11/27/2020","12","","North Braddock","42-003-1301","AQS"
"11/28/2020","22","","North Braddock","42-003-1301","AQS"
"11/29/2020","39","","North Braddock","42-003-1301","AQS"
"11/30/2020","13","","North Braddock","42-003-1301","AQS"
"12/01/2020","13","","North Braddock","42-003-1301","AQS"
"12/02/2020","16","","North Braddock","42-003-1301","AQS"
"12/03/2020","23","","North Braddock","42-003-1301","AQS"
"12/04/2020","21","","North Braddock","42-003-1301","AQS"
"12/05/2020","17","","North Braddock","42-003-1301","AQS"
"12/06/2020","9","","North Braddock","42-003-1301","AQS"
"12/07/2020","10","","North Braddock","42-003-1301","AQS"
"12/08/2020","12","","North Braddock","42-003-1301","AQS"
"12/09/2020","26","","North Braddock","42-003-1301","AQS"
"12/10/2020","35","","North Braddock","42-003-1301","AQS"
"12/11/2020","51","","North Braddock","42-003-1301","AQS"
"12/12/2020","39","","North Braddock","42-003-1301","AQS"
"12/13/2020","13","","North Braddock","42-003-1301","AQS"
"12/14/2020","15","","North Braddock","42-003-1301","AQS"
"12/15/2020","15","","North Braddock","42-003-1301","AQS"
"12/16/2020","13","","North Braddock","42-003-1301","AQS"
"12/17/2020","18","","North Braddock","42-003-1301","AQS"
"12/18/2020","18","","North Braddock","42-003-1301","AQS"
"12/19/2020","24","","North Braddock","42-003-1301","AQS"
"12/20/2020","23","","North Braddock","42-003-1301","AQS"
"12/21/2020","23","","North Braddock","42-003-1301","AQS"
"12/22/2020","14","","North Braddock","42-003-1301","AQS"
"12/23/2020","36","","North Braddock","42-003-1301","AQS"
"12/24/2020","39","","North Braddock","42-003-1301","AQS"
"12/25/2020","18","","North Braddock","42-003-1301","AQS"
"12/26/2020","18","","North Braddock","42-003-1301","AQS"
"12/27/2020","31","","Glassport","42-003-3006","AQS"
"12/28/2020","21","","North Braddock","42-003-1301","AQS"
"12/29/2020","15","","Flag Plaza","42-003-0031","AQS"
"12/30/2020","26","","North Braddock","42-003-1301","AQS"
"12/31/2020","14","","North Braddock","42-003-1301","AQS"
"01/01/2021","13","","North Braddock","42-003-1301","AQS"
"01/02/2021","11","","North Braddock","42-003-1301","AQS"
"01/03/2021","12","","North Braddock","42-003-1301","AQS"
"01/04/2021","13","","North Braddock","42-003-1301","AQS"
"01/05/2021","16","","North Braddock","42-003-1301","AQS"
"01/06/2021","17","","North Braddock","42-003-1301","AQS"
"01/07/2021","12","","Flag Plaza","42-003-0031","AQS"
"01/08/2021","16","","North Braddock","42-003-1301","AQS"
"01/09/2021","24","","North Braddock","42-003-1301","AQS"
"01/10/2021","21","","North Braddock","42-003-1301","AQS"
"01/11/2021","37","","North Braddock","42-003-1301","AQS"
"01/12/2021","27","","North Braddock","42-003-1301","AQS"
"01/13/2021","38","","North Braddock","42-003-1301","AQS"
"01/14/2021","31","","North Braddock","42-003-1301","AQS"
"01/15/2021","27","","North Braddock","42-003-1301","AQS"
"01/16/2021","22","","North Braddock","42-003-1301","AQS"
"01/17/2021","13","","North Braddock","42-003-1301","AQS"
"01/18/2021","11","","North Braddock","42-003-1301","AQS"
"01/19/2021","18","","North Braddock","42-003-1301","AQS"
"01/20/2021","19","","North Braddock","42-003-1301","AQS"
"01/21/2021","22","","North Braddock","42-003-1301","AQS"
"01/22/2021","16","","North Braddock","42-003-1301","AQS"
"01/23/2021","17","","North Braddock","42-003-1301","AQS"
"01/24/2021","24","","North Braddock","42-003-1301","AQS"
"01/25/2021","19","","North Braddock","42-003-1301","AQS"
"01/26/2021","16","","North Braddock","42-003-1301","AQS"
"01/27/2021","12","","North Braddock","42-003-1301","AQS"
"01/28/2021","13","","North Braddock","42-003-1301","AQS"
"01/29/2021","16","","North Braddock","42-003-1301","AQS"
"01/30/2021","35","","North Braddock","42-003-1301","AQS"
"01/31/2021","12","","North Braddock","42-003-1301","AQS"
"02/01/2021","13","","North Braddock","42-003-1301","AQS"
"02/02/2021","11","","North Braddock","42-003-1301","AQS"
"02/03/2021","13","","North Braddock","42-003-1301","AQS"
"02/04/2021","37","","North Braddock","42-003-1301","AQS"
"02/05/2021","15","","North Braddock","42-003-1301","AQS"
"02/06/2021","15","","North Braddock","42-003-1301","AQS"
"02/07/2021","20","","North Braddock","42-003-1301","AQS"
"02/08/2021","27","","North Braddock","42-003-1301","AQS"
"02/09/2021","21","","North Braddock","42-003-1301","AQS"
"02/10/2021","18","","North Braddock","42-003-1301","AQS"
"02/11/2021","14","","North Braddock","42-003-1301","AQS"
"02/12/2021","20","","Flag Plaza","42-003-0031","AQS"
"02/13/2021","22","","North Braddock","42-003-1301","AQS"
"02/14/2021","17","","North Braddock","42-003-1301","AQS"
"02/15/2021","16","","North Braddock","42-003-1301","AQS"
"02/16/2021","12","","North Braddock","42-003-1301","AQS"
"02/17/2021","20","","North Braddock","42-003-1301","AQS"
"02/18/2021","16","","North Braddock","42-003-1301","AQS"
"02/19/2021","20","","North Braddock","42-003-1301","AQS"
"02/20/2021","28","","North Braddock","42-003-1301","AQS"
"02/21/2021","44","","North Braddock","42-003-1301","AQS"
"02/22/2021","25","","North Braddock","42-003-1301","AQS"
"02/23/2021","19","","North Braddock","42-003-1301","AQS"
"02/24/2021","39","","North Braddock","42-003-1301","AQS"
"02/25/2021","12","","Beaver Falls","42-007-0014","AQS"
"02/26/2021","17","","Beaver Falls","42-007-0014","AQS"
"02/27/2021","19","","North Braddock","42-003-1301","AQS"
"02/28/2021","21","","North Braddock","42-003-1301","AQS"
"03/01/2021","11","","North Braddock","42-003-1301","AQS"
"03/02/2021","25","","North Braddock","42-003-1301","AQS"
"03/03/2021","46","","North Braddock","42-003-1301","AQS"
"03/04/2021","20","","North Braddock","42-003-1301","AQS"
"03/05/2021","13","","North Braddock","42-003-1301","AQS"
"03/06/2021","10","","North Braddock","42-003-1301","AQS"
"03/07/2021","19","","North Braddock","42-003-1301","AQS"
"03/08/2021","47","","North Braddock","42-003-1301","AQS"
"03/09/2021","55","","North Braddock","42-003-1301","AQS"
"03/10/2021","64","","North Braddock","42-003-1301","AQS"
"03/11/2021","57","","North Braddock","42-003-1301","AQS"
"03/12/2021","10","","North Braddock","42-003-1301","AQS"
"03/13/2021","12","","North Braddock","42-003-1301","AQS"
"03/14/2021","19","","North Braddock","42-003-1301","AQS"
"03/15/2021","13","","North Braddock","42-003-1301","AQS"
"03/16/2021","20","","North Braddock","42-003-1301","AQS"
"03/17/2021","30","","North Braddock","42-003-1301","AQS"
"03/18/2021","9","","North Braddock","42-003-1301","AQS"
"03/19/2021","9","","Flag Plaza","42-003-0031","AQS"
"03/20/2021","15","","North Braddock","42-003-1301","AQS"
"03/21/2021","27","","North Braddock","42-003-1301","AQS"
"03/22/2021","31","","North Braddock","42-003-1301","AQS"
"03/23/2021","49","","North Braddock","42-003-1301","AQS"
"03/24/2021","33","","North Braddock","42-003-1301","AQS"
"03/25/2021","52","","North Braddock","42-003-1301","AQS"
"03/26/2021","15","","North Braddock","42-003-1301","AQS"
"03/27/2021","43","","North Braddock","42-003-1301","AQS"
"03/28/2021","14","","North Braddock","42-003-1301","AQS"
"03/29/2021","12","","North Braddock","42-003-1301","AQS"
"03/30/2021","45","","North Braddock","42-003-1301","AQS"
"03/31/2021","24","","North Braddock","42-003-1301","AQS"
"04/01/2021","18","","North Braddock","42-003-1301","AQS"
"04/02/2021","11","","North Braddock","42-003-1301","AQS"
"04/03/2021","39","","North Braddock","42-003-1301","AQS"
"04/04/2021","22","","North Braddock","42-003-1301","AQS"
"04/05/2021","44","","North Braddock","42-003-1301","AQS"
"04/06/2021","47","","North Braddock","42-003-1301","AQS"
"04/07/2021","57","","North Braddock","42-003-1301","AQS"
"04/08/2021","55","","North Braddock","42-003-1301","AQS"
"04/09/2021","21","","North Braddock","42-003-1301","AQS"
"04/10/2021","20","","North Braddock","42-003-1301","AQS"
"04/11/2021","16","","North Braddock","42-003-1301","AQS"
"04/12/2021","9","","Beaver Falls","42-007-0014","AQS"
"04/13/2021","32","","North Braddock","42-003-1301","AQS"
"04/14/2021","22","","Beaver Falls","42-007-0014","AQS"
"04/15/2021","16","","North Braddock","42-003-1301","AQS"
"04/16/2021","15","","North Braddock","42-003-1301","AQS"
"04/17/2021","16","","North Braddock","42-003-1301","AQS"
"04/18/2021","30","","North Braddock","42-003-1301","AQS"
"04/19/2021","22","","North Braddock","42-003-1301","AQS"
"04/20/2021","20","","North Braddock","42-003-1301","AQS"
"04/21/2021","11","","North Braddock","42-003-1301","AQS"
"04/22/2021","17","","North Braddock","42-003-1301","AQS"
"04/23/2021","30","","North Braddock","42-003-1301","AQS"
"04/24/2021","33","","Glassport","42-003-3006","AQS"
"04/25/2021","17","","North Braddock","42-003-1301","AQS"
"04/26/2021","13","","North Braddock","42-003-1301","AQS"
"04/27/2021","34","","Beaver Falls","42-007-0014","AQS"
"04/28/2021","48","","North Braddock","42-003-1301","AQS"
"04/29/2021","19","","North Braddock","42-003-1301","AQS"
"04/30/2021","12","","North Braddock","42-003-1301","AQS"
"05/01/2021","15","","North Braddock","42-003-1301","AQS"
"05/02/2021","21","","Beaver Falls","42-007-0014","AQS"
"05/03/2021","15","","Beaver Falls","42-007-0014","AQS"
"05/04/2021","16","","North Braddock","42-003-1301","AQS"
"05/05/2021","8","","North Braddock","42-003-1301","AQS"
"05/06/2021","12","","North Braddock","42-003-1301","AQS"
"05/07/2021","18","","North Braddock","42-003-1301","AQS"
"05/08/2021","16","","North Braddock","42-003-1301","AQS"
"05/09/2021","17","","North Braddock","42-003-1301","AQS"
"05/10/2021","11","","North Braddock","42-003-1301","AQS"
"05/11/2021","16","","North Braddock","42-003-1301","AQS"
"05/12/2021","14","","North Braddock","42-003-1301","AQS"
"05/13/2021","19","","North Braddock","42-003-1301","AQS"
"05/14/2021","31","","Liberty","42-003-0064","AQS"
"05/15/2021","39","","Glassport","42-003-3006","AQS"
"05/16/2021","33","","Glassport","42-003-3006","AQS"
"05/17/2021","38","","North Braddock","42-003-1301","AQS"
"05/18/2021","40","","North Braddock","42-003-1301","AQS"
"05/19/2021","37","","North Braddock","42-003-1301","AQS"
"05/20/2021","37","","North Braddock","42-003-1301","AQS"
"05/21/2021","44","","North Braddock","42-003-1301","AQS"
"05/22/2021","48","","North Braddock","42-003-1301","AQS"
"05/23/2021","31","","North Braddock","42-003-1301","AQS"
"05/24/2021","18","","Beaver Falls","42-007-0014","AQS"
"05/25/2021","36","","North Braddock","42-003-1301","AQS"
"05/26/2021","43","","North Braddock","42-003-1301","AQS"
"05/27/2021","18","","North Braddock","42-003-1301","AQS"
"05/28/2021","15","","North Braddock","42-003-1301","AQS"
"05/29/2021","6","","North Braddock","42-003-1301","AQS"
"05/30/2021","13","","North Braddock","42-003-1301","AQS"
"05/31/2021","27","","North Braddock","42-003-1301","AQS"
"06/01/2021","31","","North Braddock","42-003-1301","AQS"
"06/02/2021","26","","Beaver Falls","42-007-0014","AQS"
"06/03/2021","22","","North Braddock","42-003-1301","AQS"
"06/04/2021","21","","North Braddock","42-003-1301","AQS"
"06/05/2021","34","","North Braddock","42-003-1301","AQS"
"06/06/2021","43","","Liberty","42-003-0064","AQS"
"06/07/2021","45","","Glassport","42-003-3006","AQS"
"06/08/2021","24","","North Braddock","42-003-1301","AQS"
"06/09/2021","25","","North Braddock","42-003-1301","AQS"
"06/10/2021","21","","North Braddock","42-003-1301","AQS"
"06/11/2021","16","","Beaver Falls","42-007-0014","AQS"
"06/12/2021","22","","North Braddock","42-003-1301","AQS"
"06/13/2021","40","","North Braddock","42-003-1301","AQS"
"06/14/2021","37","","North Braddock","42-003-1301","AQS"
"06/15/2021","13","","North Braddock","42-003-1301","AQS"
"06/16/2021","17","","North Braddock","42-003-1301","AQS"
"06/17/2021","40","","North Braddock","42-003-1301","AQS"
"06/18/2021","46","","North Braddock","42-003-1301","AQS"
"06/19/2021","17","","North Braddock","42-003-1301","AQS"
"06/20/2021","35","","North Braddock","42-003-1301","AQS"
"06/21/2021","35","","North Braddock","42-003-1301","AQS"
"06/22/2021","12","","North Braddock","42-003-1301","AQS"
"06/23/2021","28","","North Braddock","42-003-1301","AQS"
"06/24/2021","28","","North Braddock","42-003-1301","AQS"
"06/25/2021","27","","North Braddock","42-003-1301","AQS"
"06/26/2021","31","","North Braddock","42-003-1301","AQS"
"06/27/2021","35","","North Braddock","42-003-1301","AQS"
"06/28/2021","37","","North Braddock","42-003-1301","AQS"
"06/29/2021","37","","North Braddock","42-003-1301","AQS"
"06/30/2021","32","","North Braddock","42-003-1301","AQS"
"07/01/2021","14","","North Braddock","42-003-1301","AQS"
"07/02/2021","11","","North Braddock","42-003-1301","AQS"
"07/03/2021","16","","North Braddock","42-003-1301","AQS"
"07/04/2021","52","","North Braddock","42-003-1301","AQS"
"07/05/2021","64","","North Braddock","42-003-1301","AQS"
"07/06/2021","42","","North Braddock","42-003-1301","AQS"
"07/07/2021","36","","Liberty","42-003-0064","AQS"
"07/08/2021","16","","Beaver Falls","42-007-0014","AQS"
"07/09/2021","20","","North Braddock","42-003-1301","AQS"
"07/10/2021","26","","North Braddock","42-003-1301","AQS"
"07/11/2021","29","","North Braddock","42-003-1301","AQS"
"07/12/2021","23","","North Braddock","42-003-1301","AQS"
"07/13/2021","18","","Beaver Falls","42-007-0014","AQS"
"07/14/2021","26","","North Braddock","42-003-1301","AQS"
"07/15/2021","29","","North Braddock","42-003-1301","AQS"
"07/16/2021","37","","North Braddock","42-003-1301","AQS"
"07/17/2021","24","","North Braddock","42-003-1301","AQS"
"07/18/2021","18","","North Braddock","42-003-1301","AQS"
"07/19/2021","43","","North Braddock","42-003-1301","AQS"
"07/20/2021","54","","North Braddock","42-003-1301","AQS"
"07/21/2021","31","","North Braddock","42-003-1301","AQS"
"07/22/2021","27","","North Braddock","42-003-1301","AQS"
"07/23/2021","35","","North Braddock","42-003-1301","AQS"
"07/24/2021","39","","North Braddock","42-003-1301","AQS"
"07/25/2021","34","","North Braddock","42-003-1301","AQS"
"07/26/2021","31","","North Braddock","42-003-1301","AQS"
"07/27/2021","54","","North Braddock","42-003-1301","AQS"
"07/28/2021","46","","North Braddock","42-003-1301","AQS"
"07/29/2021","44","","North Braddock","42-003-1301","AQS"
"07/30/2021","23","","North Braddock","42-003-1301","AQS"
"07/31/2021","19","","North Braddock","42-003-1301","AQS"
"08/01/2021","36","","North Braddock","42-003-1301","AQS"
"08/02/2021","19","","North Braddock","42-003-1301","AQS"
"08/03/2021","23","","North Braddock","42-003-1301","AQS"
"08/04/2021","24","","Beaver Falls","42-007-0014","AQS"
"08/05/2021","31","","Liberty","42-003-0064","AQS"
"08/06/2021","44","","North Braddock","42-003-1301","AQS"
"08/07/2021","40","","North Braddock","42-003-1301","AQS"
"08/08/2021","42","","North Braddock","42-003-1301","AQS"
"08/09/2021","44","","North Braddock","42-003-1301","AQS"
"08/10/2021","33","","North Braddock","42-003-1301","AQS"
"08/11/2021","34","","North Braddock","42-003-1301","AQS"
"08/12/2021","44","","North Braddock","42-003-1301","AQS"
"08/13/2021","34","","North Braddock","42-003-1301","AQS"
"08/14/2021","21","","North Braddock","42-003-1301","AQS"
"08/15/2021","17","","North Braddock","42-003-1301","AQS"
"08/16/2021","18","","North Braddock","42-003-1301","AQS"
"08/17/2021","22","","North Braddock","42-003-1301","AQS"
"08/18/2021","10","","Beaver Falls","42-007-0014","AQS"
"08/19/2021","21","","North Braddock","42-003-1301","AQS"
"08/20/2021","28","","North Braddock","42-003-1301","AQS"
"08/21/2021","41","","North Braddock","42-003-1301","AQS"
"08/22/2021","44","","North Braddock","42-003-1301","AQS"
"08/23/2021","29","","Liberty","42-003-0064","AQS"
"08/24/2021","40","","Liberty","42-003-0064","AQS"
"08/25/2021","43","","North Braddock","42-003-1301","AQS"
"08/26/2021","36","","North Braddock","42-003-1301","AQS"
"08/27/2021","35","","North Braddock","42-003-1301","AQS"
"08/28/2021","52","","North Braddock","42-003-1301","AQS"
"08/29/2021","43","","North Braddock","42-003-1301","AQS"
"08/30/2021","29","","North Braddock","42-003-1301","AQS"
"08/31/2021","24","","North Braddock","42-003-1301","AQS"
"09/01/2021","13","","North Braddock","42-003-1301","AQS"
"09/02/2021","19","","North Braddock","42-003-1301","AQS"
"09/03/2021","21","","North Braddock","42-003-1301","AQS"
"09/04/2021","29","","North Braddock","42-003-1301","AQS"
"09/05/2021","20","","North Braddock","42-003-1301","AQS"
"09/06/2021","26","","North Braddock","42-003-1301","AQS"
"09/07/2021","41","","North Braddock","42-003-1301","AQS"
"09/08/2021","28","","North Braddock","42-003-1301","AQS"
"09/09/2021","22","","North Braddock","42-003-1301","AQS"
"09/10/2021","19","","Liberty","42-003-0064","AQS"
"09/11/2021","29","","North Braddock","42-003-1301","AQS"
"09/12/2021","29","","North Braddock","42-003-1301","AQS"
"09/13/2021","33","","North Braddock","42-003-1301","AQS"
"09/14/2021","42","","North Braddock","42-003-1301","AQS"
"09/15/2021","29","","North Braddock","42-003-1301","AQS"
"09/16/2021","19","","North Braddock","42-003-1301","AQS"
"09/17/2021","32","","North Braddock","42-003-1301","AQS"
"09/18/2021","40","","North Braddock","42-003-1301","AQS"
"09/19/2021","25","","North Braddock","42-003-1301","AQS"
"09/20/2021","38","","North Braddock","42-003-1301","AQS"
"09/21/2021","24","","North Braddock","42-003-1301","AQS"
"09/22/2021","21","","North Braddock","42-003-1301","AQS"
"09/23/2021","12","","North Braddock","42-003-1301","AQS"
"09/24/2021","24","","North Braddock","42-003-1301","AQS"
"09/25/2021","25","","North Braddock","42-003-1301","AQS"
"09/26/2021","24","","North Braddock","42-003-1301","AQS"
"09/27/2021","31","","North Braddock","42-003-1301","AQS"
"09/28/2021","25","","Beaver Falls","42-007-0014","AQS"
"09/29/2021","18","","Beaver Falls","42-007-0014","AQS"
"09/30/2021","18","","Glassport","42-003-3006","AQS"
"10/01/2021","20","","Liberty","42-003-0064","AQS"
"10/02/2021","40","","Glassport","42-003-3006","AQS"
"10/03/2021","31","","North Braddock","42-003-1301","AQS"
"10/04/2021","27","","North Braddock","42-003-1301","AQS"
"10/05/2021","29","","North Braddock","42-003-1301","AQS"
"10/06/2021","17","","Beaver Falls","42-007-0014","AQS"
"10/07/2021","19","","North Braddock","42-003-1301","AQS"
"10/08/2021","23","","North Braddock","42-003-1301","AQS"
"10/09/2021","19","","North Braddock","42-003-1301","AQS"
"10/10/2021","23","","North Braddock","42-003-1301","AQS"
"10/11/2021","21","","North Braddock","42-003-1301","AQS"
"10/12/2021","24","","North Braddock","42-003-1301","AQS"
"10/13/2021","41","","North Braddock","42-003-1301","AQS"
"10/14/2021","41","","North Braddock","42-003-1301","AQS"
"10/15/2021","34","","Beaver Falls","42-007-0014","AQS"
"10/16/2021","12","","North Braddock","42-003-1301","AQS"
"10/17/2021","12","","North Braddock","42-003-1301","AQS"
"10/18/2021","14","","North Braddock","42-003-1301","AQS"
"10/19/2021","45","","North Braddock","42-003-1301","AQS"
"10/20/2021","45","","North Braddock","42-003-1301","AQS"
"10/21/2021","35","","North Braddock","42-003-1301","AQS"
